Final Code	Item Name	UOM		HSN CODE	NEW ITEM DISRIPTION
PMLUL80500N	PERMANENT MAGNETIC LIFTER (1:3.5T) 100 KG-90X65X85 MM	NOS		85051900	CAT. NO UL80500 PERMANENT MAGNETIC LIFTER (1:3.5T) 100 KG-90X65X85 MM
PMLUL80501N	PERMANENT MAGNETIC LIFTER (1:3.5T) 200 KG-170X85X105 MM	NOS		85051900	CAT. NO UL80501 PERMANENT MAGNETIC LIFTER (1:3.5T) 200 KG-170X85X105 MM
PMLUL80502N	PERMANENT MAGNETIC LIFTER (1:3.5T) 250 KG-170X85X105 MM	NOS		85051900	CAT. NO UL80502 PERMANENT MAGNETIC LIFTER (1:3.5T) 250 KG-170X85X105 MM
PMLUL80503N	PERMANENT MAGNETIC LIFTER (1:3.5T) 300 KG-230X85X105 MM	NOS		85051900	CAT. NO UL80503 PERMANENT MAGNETIC LIFTER (1:3.5T) 300 KG-230X85X105 MM
PMLUL80504N	PERMANENT MAGNETIC LIFTER (1:3.5T) 450 KG-230X85X105 MM	NOS		85051900	CAT. NO UL80504 PERMANENT MAGNETIC LIFTER (1:3.5T) 450 KG-230X85X105 MM
PMLUL80505N	PERMANENT MAGNETIC LIFTER (1:3.5T) 600 KG-255X110X130 MM	NOS		85051900	CAT. NO UL80505 PERMANENT MAGNETIC LIFTER (1:3.5T) 600 KG-255X110X130 MM
PMLUL80506N	PERMANENT MAGNETIC LIFTER (1:3.5T) 700 KG-290X110X130 MM	NOS		85051900	CAT. NO UL80506 PERMANENT MAGNETIC LIFTER (1:3.5T) 700 KG-290X110X130 MM
PMLUL80507N	PERMANENT MAGNETIC LIFTER (1:3.5T) 1000 KG-350X130X135 MM	NOS		85051900	CAT. NO UL80507 PERMANENT MAGNETIC LIFTER (1:3.5T) 1000 KG-350X130X135 MM
PMLUL80508N	PERMANENT MAGNETIC LIFTER (1:3.5T) 1500 KG-395X150X160 MM	NOS		85051900	CAT. NO UL80508 PERMANENT MAGNETIC LIFTER (1:3.5T) 1500 KG-395X150X160 MM
PMLUL80509N	PERMANENT MAGNETIC LIFTER (1:3.5T) 2000 KG-460X170X185 MM	NOS		85051900	CAT. NO UL80509 PERMANENT MAGNETIC LIFTER (1:3.5T) 2000 KG-460X170X185 MM
PMLUL80512N	PERMANENT MAGNETIC LIFTER (1:3.5T)-260X85X105	NOS		85051900	CAT. NO UL80512 PERMANENT MAGNETIC LIFTER (1:3.5T)-260X85X105
PMLUL80500S	PERMANENT MAGNETIC LIFTER FOR RIGHT ANGLE HOLDING MAX-100 KG-100X75X95	NOS		85051900	CAT. NO UL805SPL-100 PERMANENT MAGNETIC LIFTER FOR RIGHT ANGLE HOLDING MAX-100 KG-100X75X95
PMLUL80500R	PERMANENT MAGNETIC LIFTER FOR ROUND JOB MAX-100 KG	NOS		85051900	CAT. NO UL805SPL-100 ROUND PERMANENT MAGNETIC LIFTER FOR ROUND JOB MAX-100 KG
PMLUL80507S	PERMANENT MAGNETIC LIFTER FOR RIGHT ANGLE HOLDING MAX-1000 KG	NOS		85051900	CAT. NO UL805SPL-1000 PERMANENT MAGNETIC LIFTER FOR RIGHT ANGLE HOLDING MAX-1000 KG
PMLUL80507R	PERMANENT MAGNETIC LIFTER FOR ROUND JOB MAX-1000 KG	NOS		85051900	CAT. NO UL805SPL-1000(ROUND) PERMANENT MAGNETIC LIFTER FOR ROUND JOB MAX-1000 KG
PMLUL80501S	PERMANENT MAGNETIC LIFTER FOR ROUND JOB MAX-200 KG	NOS		85051900	CAT. NO UL805SPL-150/200 PERMANENT MAGNETIC LIFTER FOR ROUND JOB MAX-200 KG
PMLUL80501R	PERMANENT MAGNETIC LIFTER FOR ROUND JOB MAX-200 KG	NOS		85051900	CAT. NO UL805SPL-200(ROUND) PERMANENT MAGNETIC LIFTER FOR ROUND JOB MAX-200 KG
PMLUL80503S	PERMANENT MAGNETIC LIFTER FOR HORIZONTAL & VERTICAL LIFTING (1:3T)-230X85X105 MM	NOS		85051900	CAT. NO UL805SPL-230X85X105 PERMANENT MAGNETIC LIFTER FOR HORIZONTAL & VERTICAL LIFTING (1:3T)-230X85X105 MM
PMLUL80504S	PERMANENT MAGNETIC LIFTER FOR RIGHT ANGLE HOLDING MAX-450 KG	NOS		85051900	CAT. NO UL805SPL-450 PERMANENT MAGNETIC LIFTER FOR RIGHT ANGLE HOLDING MAX-450 KG
PMLUL80512R	PERMANENT MAGNETIC LIFTER FOR ROUND JOB MAX-500 KG	NOS		85051900	CAT. NO UL805SPL-500(ROUND) PERMANENT MAGNETIC LIFTER FOR ROUND JOB MAX-500 KG
EMDUL80101	PLATE TYPE DEMAGNETISER (NOT A CONTINOUS DUTY TYPE)-150X100	NOS		85051900	CAT. NO UL80101 PLATE TYPE DEMAGNETISER (NOT A CONTINOUS DUTY TYPE)-150X100
EMDUL80102	PLATE TYPE DEMAGNETISER (NOT A CONTINOUS DUTY TYPE)-150X150	NOS		85051900	CAT. NO UL80102 PLATE TYPE DEMAGNETISER (NOT A CONTINOUS DUTY TYPE)-150X150
EMDUL80103	PLATE TYPE DEMAGNETISER (NOT A CONTINOUS DUTY TYPE)-150X225	NOS		85051900	CAT. NO UL80103 PLATE TYPE DEMAGNETISER (NOT A CONTINOUS DUTY TYPE)-150X225
EMDUL80104	PLATE TYPE DEMAGNETISER (NOT A CONTINOUS DUTY TYPE)-150X300	NOS		85051900	CAT. NO UL80104 PLATE TYPE DEMAGNETISER (NOT A CONTINOUS DUTY TYPE)-150X300
EMDUL80105	PLATE TYPE DEMAGNETISER (NOT A CONTINOUS DUTY TYPE)-350X350	NOS		85051900	CAT. NO UL80105 PLATE TYPE DEMAGNETISER (NOT A CONTINOUS DUTY TYPE)-350X350
EMDUL80106	PLATE TYPE DEMAGNETISER-300X295X140	NOS		85051900	CAT. NO UL801SPL-300X295 PLATE TYPE DEMAGNETISER-300X295X140
EMDUL80304	MINI DEMAGNETISER WITH HANDLE-150X100	NOS		85051900	CAT. NO UL80304 MINI DEMAGNETISER WITH HANDLE-150X100
EMDUL80305	MINI DEMAGNETISER WITH HANDLE-150X150	NOS		85051900	CAT. NO UL80305 MINI DEMAGNETISER WITH HANDLE-150X150
EMDUL80201	COIL TYPE DEMAGNETISER (NOT A CONTINUOUS DUTY TYPE)-ID100	NOS		85051900	CAT. NO UL80201 COIL TYPE DEMAGNETISER (NOT A CONTINUOUS DUTY TYPE)-ID100
EMDUL80202	COIL TYPE DEMAGNETISER (NOT A CONTINUOUS DUTY TYPE)-ID150, 420X420	NOS		85051900	CAT. NO UL80202 COIL TYPE DEMAGNETISER (NOT A CONTINUOUS DUTY TYPE)-ID150, 420X420
EMDUL80203	COIL TYPE DEMAGNETISER (NOT A CONTINUOUS DUTY TYPE)-ID200	NOS		85051900	CAT. NO UL80203 COIL TYPE DEMAGNETISER (NOT A CONTINUOUS DUTY TYPE)-ID200
EMDUL80204	COIL TYPE DEMAGNETISER (NOT A CONTINUOUS DUTY TYPE)-ID300	NOS		85051900	CAT. NO UL80204 COIL TYPE DEMAGNETISER (NOT A CONTINUOUS DUTY TYPE)-ID300
EMDUL80205	COIL TYPE DEMAGNETISER (NOT A CONTINUOUS DUTY TYPE)-100X100X50	NOS		85051900	CAT. NO UL80205 COIL TYPE DEMAGNETISER (NOT A CONTINUOUS DUTY TYPE)-100X100X50
EMDUL80206	COIL TYPE DEMAGNETISER (NOT A CONTINUOUS DUTY TYPE)-200X200X50	NOS		85051900	CAT. NO UL80206 COIL TYPE DEMAGNETISER (NOT A CONTINUOUS DUTY TYPE)-200X200X50
EMDUL80207	COIL TYPE DEMAGNETISER (NOT A CONTINUOUS DUTY TYPE)-200X200X100	NOS		85051900	CAT. NO UL80207 COIL TYPE DEMAGNETISER (NOT A CONTINUOUS DUTY TYPE)-200X200X100
EMDUL80207T	TUNNEL TYPE DEMANETISER (A CONTINUOUS DUTY TYPE)-200X200X80	NOS		85051900	CAT. NO UL80207T TUNNEL TYPE DEMANETISER (A CONTINUOUS DUTY TYPE)-200X200X80
EMLUL82301	RECTANGULAR HOLDING MAGNETS  WITH ELECTRICAL SWITCH OFF- 200X60 MM	NOS		85051900	CAT. NO UL82301 RECTANGULAR HOLDING MAGNETS  WITH ELECTRICAL SWITCH OFF- 200X60 MM
EMLUL82303	ROUND PERMANENT ELECTRO HOLDING MAGNETS WITH ELECTRICAL SWITCH OFF DIA-64 MM	NOS		85051900	CAT. NO UL-42203 ROUND PERMANENT ELECTRO HOLDING MAGNETS WITH ELECTRICAL SWITCH OFF DIA-64 MM
EMLUL82304	ROUND PERMANENT ELECTRO HOLDING MAGNETS WITH ELECTRICAL SWITCH OFF DIA-70 MM	NOS		85051900	CAT. NO UL-42204 ROUND PERMANENT ELECTRO HOLDING MAGNETS WITH ELECTRICAL SWITCH OFF DIA-70 MM
EMLUL82305	ROUND PERMANENT ELECTRO HOLDING MAGNETS WITH ELECTRICAL SWITCH OFF DIA-90 MM	NOS		85051900	CAT. NO UL-42205 ROUND PERMANENT ELECTRO HOLDING MAGNETS WITH ELECTRICAL SWITCH OFF DIA-90 MM
EMLUL82306	ROUND PERMANENT ELECTRO HOLDING MAGNETS WITH ELECTRICAL SWITCH OFF DIA-120 MM	NOS		85051900	CAT. NO UL-42206 ROUND PERMANENT ELECTRO HOLDING MAGNETS WITH ELECTRICAL SWITCH OFF DIA-120 MM
STNUL40101	NON MAGNETIC SINE TABLE-150X120X65 MM	NOS		85051900	CAT. NO UL40101 NON MAGNETIC SINE TABLE-150X120X65 MM
STNUL40102	NON MAGNETIC SINE TABLE-250X150X65 MM	NOS		85051900	CAT. NO UL40102 NON MAGNETIC SINE TABLE-250X150X65 MM
STNUL40103	NON MAGNETIC SINE TABLE-300X150X65 MM	NOS		85051900	CAT. NO UL40103 NON MAGNETIC SINE TABLE-300X150X65 MM
STNUL40104	NON MAGNETIC SINE TABLE-450XX150X65 MM	NOS		85051900	CAT. NO UL40104 NON MAGNETIC SINE TABLE-450XX150X65 MM
STNUL40105	NON MAGNETIC SINE TABLE-600X300 MM	NOS		85051900	CAT. NO UL401SPL-600X300 NON MAGNETIC SINE TABLE-600X300 MM
STNUL40201	NON MAGNETIC COMPOUND SINE TABLE-150X120X95 MM	NOS		85051900	CAT. NO UL40201 NON MAGNETIC COMPOUND SINE TABLE-150X120X95 MM
STNUL40202	NON MAGNETIC COMPOUND SINE TABLE-250X150X95 MM	NOS		85051900	CAT. NO UL40202 NON MAGNETIC COMPOUND SINE TABLE-250X150X95 MM
STNUL40203	NON MAGNETIC COMPOUND SINE TABLE-300X150X95 MM	NOS		85051900	CAT. NO UL40203 NON MAGNETIC COMPOUND SINE TABLE-300X150X95 MM
STNUL40204	NON MAGNETIC COMPOUND SINE TABLE-450X150X105 MM	NOS		85051900	CAT. NO UL40204 NON MAGNETIC COMPOUND SINE TABLE-450X150X105 MM
STNUL40205	NON MAGNETIC COMPOUND SINE TABLE-400X200X105 MM	NOS		85051900	CAT. NO UL402SPL-400X200 NON MAGNETIC COMPOUND SINE TABLE-400X200X105 MM
STMUL40301	MAGNETIC SINE TABLE WITH MAG CHUCK-150X120 MM	NOS		85051900	CAT. NO UL40301 MAGNETIC SINE TABLE WITH MAG CHUCK-150X120 MM
STMUL40302	MAGNETIC SINE TABLE WITH MAG CHUCK-250X150 MM	NOS		85051900	CAT. NO UL40302 MAGNETIC SINE TABLE WITH MAG CHUCK-250X150 MM
STMUL40303	MAGNETIC SINE TABLE WITH MAG CHUCK-300X150 MM	NOS		85051900	CAT. NO UL40303 MAGNETIC SINE TABLE WITH MAG CHUCK-300X150 MM
STMUL40304	MAGNETIC SINE TABLE WITH MAG CHUCK-450X150 MM	NOS		85051900	CAT. NO UL40304 MAGNETIC SINE TABLE WITH MAG CHUCK-450X150 MM
STMUL40305	MAGNETIC SINE TABLE WITH MAG CHUCK-450X200 MM	NOS		85051900	CAT. NO UL40305 MAGNETIC SINE TABLE WITH MAG CHUCK-450X200 MM
STMUL40306	MAGNETIC SINE TABLE WITH ELECTROMAGNETIC CHUCK-300X200 MM	NOS		85051900	CAT. NO UL403SPL-300X200 MAGNETIC SINE TABLE WITH ELECTROMAGNETIC CHUCK-300X200 MM
STMUL40307	MAGNETIC SINE TABLE WITH ELECTROMAGNETIC CHUCK SIDE OPEN-450X150X105 MM	NOS		85051900	CAT. NO UL403SPL-450X150 MAGNETIC SINE TABLE WITH ELECTROMAGNETIC CHUCK SIDE OPEN-450X150X105 MM
STMUL40308	MAGNETIC SINE TABLE WITH ELECTROMAGNETIC CHUCK-400X200 MM	NOS		85051900	CAT. NO UL403SPL-400X200 MAGNETIC SINE TABLE WITH ELECTROMAGNETIC CHUCK-400X200 MM
STMUL40309	MAGNETIC SINE TABLE WITH ELECTROMAGNETIC CHUCK-500X200 MM	NOS		85051900	CAT. NO UL403SPL-500X200 MAGNETIC SINE TABLE WITH ELECTROMAGNETIC CHUCK-500X200 MM
STMUL40310	MAGNETIC SINE TABLE WITH ELECTROMAGNETIC CHUCK-550X200X120 MM	NOS		85051900	CAT. NO UL403SPL-550X200 MAGNETIC SINE TABLE WITH ELECTROMAGNETIC CHUCK-550X200X120 MM
STMUL40401	MAGNETIC COMPOUND SINE TABLE WITH MICRO FINE PITCH MAG CHUCK-150X120 MM	NOS		85051900	CAT. NO UL40401 MAGNETIC COMPOUND SINE TABLE WITH MICRO FINE PITCH MAG CHUCK-150X120 MM
STMUL40402	MAGNETIC COMPOUND SINE TABLE WITH MICRO FINE PITCH MAG CHUCK-250X150 MM	NOS		85051900	CAT. NO UL40402 MAGNETIC COMPOUND SINE TABLE WITH MICRO FINE PITCH MAG CHUCK-250X150 MM
STMUL40403	MAGNETIC COMPOUND SINE TABLE WITH MICRO FINE PITCH MAG CHUCK-300X150 MM	NOS		85051900	CAT. NO UL40403 MAGNETIC COMPOUND SINE TABLE WITH MICRO FINE PITCH MAG CHUCK-300X150 MM
STMUL40404	MAGNETIC COMPOUND SINE TABLE WITH MICRO FINE PITCH MAG CHUCK-450X150 MM	NOS		85051900	CAT. NO UL40404 MAGNETIC COMPOUND SINE TABLE WITH MICRO FINE PITCH MAG CHUCK-450X150 MM
STMUL40405	MAGNETIC COMPOUND SINE TABLE WITH MICRO FINE PITCH MAG CHUCK-450X200 MM	NOS		85051900	CAT. NO UL40405 MAGNETIC COMPOUND SINE TABLE WITH MICRO FINE PITCH MAG CHUCK-450X200 MM
STMUL40406	SINE TABLE WITH ELECTROMAGNETIC CHUCK-550X200X120 MM	NOS		85051900	CAT. NO UL404SPL-550X200 SINE TABLE WITH ELECTROMAGNETIC CHUCK-550X200X120 MM
STMUL40407	SINE TABLE WITH ELECTROMAGNETIC CHUCK-600X200 MM	NOS		85051900	CAT. NO UL404SPL-600X200 SINE TABLE WITH ELECTROMAGNETIC CHUCK-600X200 MM
PMCUL70801	PERMANENT MAGNETIC CHUCK (HEAVY DUTY)-150X120X70 MM	NOS		85051900	CAT. NO UL70801 PERMANENT MAGNETIC CHUCK (HEAVY DUTY)-150X120X70 MM
PMCUL70802	PERMANENT MAGNETIC CHUCK (HEAVY DUTY)-250X150X70 MM	NOS		85051900	CAT. NO UL70802 PERMANENT MAGNETIC CHUCK (HEAVY DUTY)-250X150X70 MM
PMCUL70803	PERMANENT MAGNETIC CHUCK (HEAVY DUTY)-300X150X70 MM	NOS		85051900	CAT. NO UL70803 PERMANENT MAGNETIC CHUCK (HEAVY DUTY)-300X150X70 MM
PMCUL70804	PERMANENT MAGNETIC CHUCK (HEAVY DUTY)-300X200X70 MM	NOS		85051900	CAT. NO UL70804 PERMANENT MAGNETIC CHUCK (HEAVY DUTY)-300X200X70 MM
PMCUL70805	PERMANENT MAGNETIC CHUCK (HEAVY DUTY)-350X150X70 MM	NOS		85051900	CAT. NO UL70805 PERMANENT MAGNETIC CHUCK (HEAVY DUTY)-350X150X70 MM
PMCUL70806	PERMANENT MAGNETIC CHUCK (HEAVY DUTY)-400X150X70 MM	NOS		85051900	CAT. NO UL70806 PERMANENT MAGNETIC CHUCK (HEAVY DUTY)-400X150X70 MM
PMCUL70807	PERMANENT MAGNETIC CHUCK (HEAVY DUTY)-450X150X70 MM	NOS		85051900	CAT. NO UL70807 PERMANENT MAGNETIC CHUCK (HEAVY DUTY)-450X150X70 MM
PMCUL70808	PERMANENT MAGNETIC CHUCK (HEAVY DUTY)-450X200X70 MM	NOS		85051900	CAT. NO UL70808 PERMANENT MAGNETIC CHUCK (HEAVY DUTY)-450X200X70 MM
PMCUL70809	PERMANENT MAGNETIC CHUCK (HEAVY DUTY)-500X200X70 MM	NOS		85051900	CAT. NO UL70809 PERMANENT MAGNETIC CHUCK (HEAVY DUTY)-500X200X70 MM
PMCUL70810	PERMANENT MAGNETIC CHUCK (HEAVY DUTY)-600X200X70 MM	NOS		85051900	CAT. NO UL70810 PERMANENT MAGNETIC CHUCK (HEAVY DUTY)-600X200X70 MM
PMCUL70811	PERMANENT MAGNETIC CHUCK (HEAVY DUTY)-450X250X70 MM	NOS		85051900	CAT. NO UL70811 PERMANENT MAGNETIC CHUCK (HEAVY DUTY)-450X250X70 MM
PMCUL70812	PERMANENT MAGNETIC CHUCK (HEAVY DUTY)-450X300X70 MM	NOS		85051900	CAT. NO UL70812 PERMANENT MAGNETIC CHUCK (HEAVY DUTY)-450X300X70 MM
PMCUL70813	PERMANENT MAGNETIC CHUCK (HEAVY DUTY)-600X250X70 MM	NOS		85051900	CAT. NO UL70813 PERMANENT MAGNETIC CHUCK (HEAVY DUTY)-600X250X70 MM
PMCUL70814	PERMANENT MAGNETIC CHUCK (HEAVY DUTY)-600X300X70 MM	NOS		85051900	CAT. NO UL708SPL-400X200 PERMANENT MAGNETIC CHUCK (HEAVY DUTY)-600X300X70 MM
PMCUL70815	PERMANENT MAGNETIC CHUCK (HEAVY DUTY)-200X150X70 MM	NOS		85051900	CAT. NO UL708SPL-450X300X120 PERMANENT MAGNETIC CHUCK (HEAVY DUTY)-200X150X70 MM
PMCUL70816	PERMANENT MAGNETIC CHUCK (HEAVY DUTY)-400X200X70 MM	NOS		85051900	CAT. NO UL708SPL-500X250 PERMANENT MAGNETIC CHUCK (HEAVY DUTY)-400X200X70 MM
PMCUL70817	PERMANENT MAGNETIC CHUCK (HEAVY DUTY)-500X250X70 MM	NOS		85051900	CAT. NO UL708SPL-500X300 PERMANENT MAGNETIC CHUCK (HEAVY DUTY)-500X250X70 MM
PMCUL70901	PERMANENT MAGNETIC CHUCK CLOSE POLE TYPE (HEAVY DUTY)-250X150X70 MM	NOS		85051900	CAT. NO UL70901 PERMANENT MAGNETIC CHUCK CLOSE POLE TYPE (HEAVY DUTY)-250X150X70 MM
PMCUL70902	PERMANENT MAGNETIC CHUCK CLOSE POLE TYPE (HEAVY DUTY)-300X150X70 MM	NOS		85051900	CAT. NO UL70902 PERMANENT MAGNETIC CHUCK CLOSE POLE TYPE (HEAVY DUTY)-300X150X70 MM
PMCUL70903	PERMANENT MAGNETIC CHUCK CLOSE POLE TYPE (HEAVY DUTY)-300X200X70 MM	NOS		85051900	CAT. NO UL70903 PERMANENT MAGNETIC CHUCK CLOSE POLE TYPE (HEAVY DUTY)-300X200X70 MM
PMCUL70904	PERMANENT MAGNETIC CHUCK CLOSE POLE TYPE (HEAVY DUTY)-350X150X70 MM	NOS		85051900	CAT. NO UL70904 PERMANENT MAGNETIC CHUCK CLOSE POLE TYPE (HEAVY DUTY)-350X150X70 MM
PMCUL70905	PERMANENT MAGNETIC CHUCK CLOSE POLE TYPE (HEAVY DUTY)-400X150X70 MM	NOS		85051900	CAT. NO UL70905 PERMANENT MAGNETIC CHUCK CLOSE POLE TYPE (HEAVY DUTY)-400X150X70 MM
PMCUL70906	PERMANENT MAGNETIC CHUCK CLOSE POLE TYPE (HEAVY DUTY)-450X150X70 MM	NOS		85051900	CAT. NO UL70906 PERMANENT MAGNETIC CHUCK CLOSE POLE TYPE (HEAVY DUTY)-450X150X70 MM
PMCUL70907	PERMANENT MAGNETIC CHUCK CLOSE POLE TYPE (HEAVY DUTY)-450X200X70 MM	NOS		85051900	CAT. NO UL70907 PERMANENT MAGNETIC CHUCK CLOSE POLE TYPE (HEAVY DUTY)-450X200X70 MM
PMCUL70908	PERMANENT MAGNETIC CHUCK CLOSE POLE TYPE (HEAVY DUTY)-500X200X70 MM	NOS		85051900	CAT. NO UL70908 PERMANENT MAGNETIC CHUCK CLOSE POLE TYPE (HEAVY DUTY)-500X200X70 MM
PMCUL70909	PERMANENT MAGNETIC CHUCK CLOSE POLE TYPE (HEAVY DUTY)-600X200X70 MM	NOS		85051900	CAT. NO UL70909 PERMANENT MAGNETIC CHUCK CLOSE POLE TYPE (HEAVY DUTY)-600X200X70 MM
PMCUL70910	PERMANENT MAGNETIC CHUCK CLOSE POLE TYPE (HEAVY DUTY)-450X250X70 MM	NOS		85051900	CAT. NO UL70910 PERMANENT MAGNETIC CHUCK CLOSE POLE TYPE (HEAVY DUTY)-450X250X70 MM
PMCUL70911	PERMANENT MAGNETIC CHUCK CLOSE POLE TYPE (HEAVY DUTY)-450X300X70 MM	NOS		85051900	CAT. NO UL70911 PERMANENT MAGNETIC CHUCK CLOSE POLE TYPE (HEAVY DUTY)-450X300X70 MM
PMCUL70912	PERMANENT MAGNETIC CHUCK CLOSE POLE TYPE (HEAVY DUTY)-600X250X70 MM	NOS		85051900	CAT. NO UL70912 PERMANENT MAGNETIC CHUCK CLOSE POLE TYPE (HEAVY DUTY)-600X250X70 MM
PMCUL70913	PERMANENT MAGNETIC CHUCK CLOSE POLE TYPE (HEAVY DUTY)-600X300X70 MM	NOS		85051900	CAT. NO UL70913 PERMANENT MAGNETIC CHUCK CLOSE POLE TYPE (HEAVY DUTY)-600X300X70 MM
PMCUL70914	PERMANENT MAGNETIC CHUCK CLOSE POLE TYPE (HEAVY DUTY)-400X200X70 MM	NOS		85051900	CAT. NO UL709SPL-400X200 PERMANENT MAGNETIC CHUCK CLOSE POLE TYPE (HEAVY DUTY)-400X200X70 MM
PMCUL70915	PERMANENT MAGNETIC CHUCK CLOSE POLE TYPE (HEAVY DUTY)-450X300X120 MM	NOS		85051900	CAT. NO UL709SPL-450X300X120 PERMANENT MAGNETIC CHUCK CLOSE POLE TYPE (HEAVY DUTY)-450X300X120 MM
PMCUL70916	PERMANENT MAGNETIC CHUCK CLOSE POLE TYPE (HEAVY DUTY)-500X250X70 MM	NOS		85051900	CAT. NO UL709SPL-500X250 PERMANENT MAGNETIC CHUCK CLOSE POLE TYPE (HEAVY DUTY)-500X250X70 MM
PMCUL70917	PERMANENT MAGNETIC CHUCK CLOSE POLE TYPE (HEAVY DUTY)-500X300X70 MM	NOS		85051900	CAT. NO UL709SPL-500X300 PERMANENT MAGNETIC CHUCK CLOSE POLE TYPE (HEAVY DUTY)-500X300X70 MM
PMCUL72100	MICRO FINE PITCH PERMANENT MAGNETIC CHUCK-150X120X70 MM	NOS		85051900	CAT. NO UL72100 MICRO FINE PITCH PERMANENT MAGNETIC CHUCK-150X120X70 MM
PMCUL72101	MICRO FINE PITCH PERMANENT MAGNETIC CHUCK-250X150X70 MM	NOS		85051900	CAT. NO UL72101 MICRO FINE PITCH PERMANENT MAGNETIC CHUCK-250X150X70 MM
PMCUL72102	MICRO FINE PITCH PERMANENT MAGNETIC CHUCK-300X150X70 MM	NOS		85051900	CAT. NO UL72102 MICRO FINE PITCH PERMANENT MAGNETIC CHUCK-300X150X70 MM
PMCUL72103	MICRO FINE PITCH PERMANENT MAGNETIC CHUCK-350X150X70 MM	NOS		85051900	CAT. NO UL72103 MICRO FINE PITCH PERMANENT MAGNETIC CHUCK-350X150X70 MM
PMCUL72104	MICRO FINE PITCH PERMANENT MAGNETIC CHUCK-400X150X70 MM	NOS		85051900	CAT. NO UL72104 MICRO FINE PITCH PERMANENT MAGNETIC CHUCK-400X150X70 MM
PMCUL72105	MICRO FINE PITCH PERMANENT MAGNETIC CHUCK450X150X70 MM	NOS		85051900	CAT. NO UL72105 MICRO FINE PITCH PERMANENT MAGNETIC CHUCK450X150X70 MM
PMCUL72106	MICRO FINE PITCH PERMANENT MAGNETIC CHUCK450X200X70 MM	NOS		85051900	CAT. NO UL72106 MICRO FINE PITCH PERMANENT MAGNETIC CHUCK450X200X70 MM
PMCUL83700	PERMANENT MAGNETIC CHUCK FINE POLE-250X150X75 MM	NOS		85051900	CAT. NO UL83700 PERMANENT MAGNETIC CHUCK FINE POLE-250X150X75 MM
PMCUL83701	PERMANENT MAGNETIC CHUCK FINE POLE-300X150X75 MM	NOS		85051900	CAT. NO UL83701 PERMANENT MAGNETIC CHUCK FINE POLE-300X150X75 MM
PMCUL83702	PERMANENT MAGNETIC CHUCK FINE POLE-450X150X75 MM	NOS		85051900	CAT. NO UL83702 PERMANENT MAGNETIC CHUCK FINE POLE-450X150X75 MM
PMCUL83703	PERMANENT MAGNETIC CHUCK FINE POLE-300X200X75 MM	NOS		85051900	CAT. NO UL83703 PERMANENT MAGNETIC CHUCK FINE POLE-300X200X75 MM
PMCUL83704	PERMANENT MAGNETIC CHUCK FINE POLE-450X200X75 MM	NOS		85051900	CAT. NO UL83704 PERMANENT MAGNETIC CHUCK FINE POLE-450X200X75 MM
PMCUL83705	PERMANENT MAGNETIC CHUCK FINE POLE-500X200X75 MM	NOS		85051900	CAT. NO UL83705 PERMANENT MAGNETIC CHUCK FINE POLE-500X200X75 MM
PMCUL83706	PERMANENT MAGNETIC CHUCK FINE POLE-600X200X75 MM	NOS		85051900	CAT. NO UL83706 PERMANENT MAGNETIC CHUCK FINE POLE-600X200X75 MM
PMCUL83707	PERMANENT MAGNETIC CHUCK FINE POLE-450X250X75 MM	NOS		85051900	CAT. NO UL83707 PERMANENT MAGNETIC CHUCK FINE POLE-450X250X75 MM
PMCUL83708	PERMANENT MAGNETIC CHUCK FINE POLE-500X250X75 MM	NOS		85051900	CAT. NO UL83708 PERMANENT MAGNETIC CHUCK FINE POLE-500X250X75 MM
PMCUL83709	PERMANENT MAGNETIC CHUCK FINE POLE-600X250X75 MM	NOS		85051900	CAT. NO UL83709 PERMANENT MAGNETIC CHUCK FINE POLE-600X250X75 MM
PMCUL83710	PERMANENT MAGNETIC CHUCK FINE POLE-450X300X75 MM	NOS		85051900	CAT. NO UL83710 PERMANENT MAGNETIC CHUCK FINE POLE-450X300X75 MM
PMCUL83711	PERMANENT MAGNETIC CHUCK FINE POLE-600X300X75 MM	NOS		85051900	CAT. NO UL83711 PERMANENT MAGNETIC CHUCK FINE POLE-600X300X75 MM
PMCUL83712	PERMANENT MAGNETIC CHUCK FINE POLE-750X250X75 MM	NOS		85051900	CAT. NO UL83712 PERMANENT MAGNETIC CHUCK FINE POLE-750X250X75 MM
PMCUL83713	PERMANENT MAGNETIC CHUCK FINE POLE-750X300X75 MM	NOS		85051900	CAT. NO UL83713 PERMANENT MAGNETIC CHUCK FINE POLE-750X300X75 MM
PMCUL71001	ROUND MAGNETIC CHUCK DIA-100X70 MM	NOS		85051900	CAT. NO UL71001 ROUND MAGNETIC CHUCK DIA-100X70 MM
PMCUL71002	ROUND MAGNETIC CHUCK DIA-150X70 MM	NOS		85051900	CAT. NO UL71002 ROUND MAGNETIC CHUCK DIA-150X70 MM
PMCUL71003	ROUND MAGNETIC CHUCK DIA-160X70 MM	NOS		85051900	CAT. NO UL71003 ROUND MAGNETIC CHUCK DIA-160X70 MM
PMCUL71004	ROUND MAGNETIC CHUCK DIA-175X70 MM	NOS		85051900	CAT. NO UL71004 ROUND MAGNETIC CHUCK DIA-175X70 MM
PMCUL71005	ROUND MAGNETIC CHUCK DIA-200X70 MM	NOS		85051900	CAT. NO UL71005 ROUND MAGNETIC CHUCK DIA-200X70 MM
